months,day_of_months,hours,outdoor_temperatures,outdoor_humidities,htg_setpoints,clg_setpoints,air_temperatures,air_humidities,people_occupants,air_co2s,window_fan_energies,total_electricity_HVACs,temp_violations,co2_violations,temp_deviations,co2_deviations,time_labels,window_fan_speeds,ac_fan_speeds
2.0,10.0,22.0,4.4,76.5,21.0,23.0,16.457487,35.371933,1.92,445.2852,27000.0,870882.5,True,False,3.542512170720716,0,02-10 22:40,1.0,1.0
2.0,10.0,22.0,4.4,76.0,21.0,23.0,16.422703,35.23755,1.92,444.4913,27000.0,868886.2,True,False,3.577297728023229,0,02-10 22:50,1.0,1.0
2.0,10.0,23.0,4.4,76.0,21.0,23.0,16.313812,35.1687,0.0,435.53812,27000.0,869055.4,False,False,0.0,0,02-10 23:00,1.0,1.0
2.0,10.0,23.0,4.4,76.0,5.0,50.0,15.015868,38.0555,0.0,432.82446,0.0,0.0,False,False,0.0,0,02-10 23:10,0.0,0.0
2.0,10.0,23.0,4.4,76.0,5.0,50.0,14.383938,39.531254,0.0,428.51944,0.0,0.0,False,False,0.0,0,02-10 23:20,0.0,0.0
2.0,10.0,23.0,4.4,76.0,5.0,50.0,14.062172,40.29417,0.0,427.44684,0.0,0.0,False,False,0.0,0,02-10 23:30,0.0,0.0
2.0,10.0,23.0,4.4,76.0,5.0,50.0,13.919897,40.614574,0.0,426.49066,0.0,0.0,False,False,0.0,0,02-10 23:40,0.0,0.0
2.0,10.0,23.0,4.4,76.0,5.0,50.0,13.747417,40.993095,0.0,423.58673,0.0,0.0,False,False,0.0,0,02-10 23:50,0.0,0.0
2.0,11.0,0.0,4.3166666,76.5,5.0,50.0,13.588603,41.34664,0.0,420.52792,0.0,0.0,False,False,0.0,0,02-11 00:00,0.0,0.0
2.0,11.0,0.0,4.233333,77.0,5.0,50.0,13.441001,41.68496,0.0,417.73694,0.0,0.0,False,False,0.0,0,02-11 00:10,0.0,0.0
2.0,11.0,0.0,4.15,77.5,5.0,50.0,13.307252,42.000427,0.0,415.33087,0.0,0.0,False,False,0.0,0,02-11 00:20,0.0,0.0
2.0,11.0,0.0,4.0666666,78.0,5.0,50.0,13.186352,42.293564,0.0,413.27994,0.0,0.0,False,False,0.0,0,02-11 00:30,0.0,0.0
2.0,11.0,0.0,3.9833333,78.5,5.0,50.0,13.075524,42.569653,0.0,411.52112,0.0,0.0,False,False,0.0,0,02-11 00:40,0.0,0.0
2.0,11.0,0.0,3.9,79.0,5.0,50.0,12.972464,42.833138,0.0,410.00122,0.0,0.0,False,False,0.0,0,02-11 00:50,0.0,0.0
2.0,11.0,1.0,3.9,79.0,5.0,50.0,12.885101,43.058716,0.0,408.6825,0.0,0.0,False,False,0.0,0,02-11 01:00,0.0,0.0
2.0,11.0,1.0,3.9,79.0,5.0,50.0,12.812833,43.24577,0.0,407.53702,0.0,0.0,False,False,0.0,0,02-11 01:10,0.0,0.0
2.0,11.0,1.0,3.9,79.0,5.0,50.0,12.751075,43.406036,0.0,406.54227,0.0,0.0,False,False,0.0,0,02-11 01:20,0.0,0.0
2.0,11.0,1.0,3.9,79.0,5.0,50.0,12.696388,43.54868,0.0,405.6787,0.0,0.0,False,False,0.0,0,02-11 01:30,0.0,0.0
2.0,11.0,1.0,3.9,79.0,5.0,50.0,12.647229,43.677723,0.0,404.92923,0.0,0.0,False,False,0.0,0,02-11 01:40,0.0,0.0
2.0,11.0,1.0,3.9,79.0,5.0,50.0,12.602949,43.794697,0.0,404.2788,0.0,0.0,False,False,0.0,0,02-11 01:50,0.0,0.0
2.0,11.0,2.0,3.9,79.0,5.0,50.0,12.561836,43.904236,0.0,403.7143,0.0,0.0,False,False,0.0,0,02-11 02:00,0.0,0.0
2.0,11.0,2.0,3.9,79.0,5.0,50.0,12.522891,44.008995,0.0,403.22433,0.0,0.0,False,False,0.0,0,02-11 02:10,0.0,0.0
2.0,11.0,2.0,3.9,79.0,5.0,50.0,12.485925,44.109318,0.0,402.79907,0.0,0.0,False,False,0.0,0,02-11 02:20,0.0,0.0
2.0,11.0,2.0,3.9,79.0,5.0,50.0,12.450976,44.204918,0.0,402.42993,0.0,0.0,False,False,0.0,0,02-11 02:30,0.0,0.0
2.0,11.0,2.0,3.9,79.0,5.0,50.0,12.418002,44.29577,0.0,402.1095,0.0,0.0,False,False,0.0,0,02-11 02:40,0.0,0.0
2.0,11.0,2.0,3.9,79.0,5.0,50.0,12.386858,44.382164,0.0,401.83136,0.0,0.0,False,False,0.0,0,02-11 02:50,0.0,0.0
2.0,11.0,3.0,3.7166667,80.0,5.0,50.0,12.343906,44.502808,0.0,401.58984,0.0,0.0,False,False,0.0,0,02-11 03:00,0.0,0.0
2.0,11.0,3.0,3.5333333,81.0,5.0,50.0,12.289038,44.657154,0.0,401.3801,0.0,0.0,False,False,0.0,0,02-11 03:10,0.0,0.0
2.0,11.0,3.0,3.35,82.0,5.0,50.0,12.227855,44.828117,0.0,401.19794,0.0,0.0,False,False,0.0,0,02-11 03:20,0.0,0.0
2.0,11.0,3.0,3.1666667,83.0,5.0,50.0,12.164279,45.003574,0.0,401.03976,0.0,0.0,False,False,0.0,0,02-11 03:30,0.0,0.0
2.0,11.0,3.0,2.9833333,84.0,5.0,50.0,12.099621,45.179127,0.0,400.9024,0.0,0.0,False,False,0.0,0,02-11 03:40,0.0,0.0
2.0,11.0,3.0,2.8,85.0,5.0,50.0,12.034066,45.35377,0.0,400.78314,0.0,0.0,False,False,0.0,0,02-11 03:50,0.0,0.0
2.0,11.0,4.0,2.8,84.0,5.0,50.0,11.980848,45.453426,0.0,400.67963,0.0,0.0,False,False,0.0,0,02-11 04:00,0.0,0.0
2.0,11.0,4.0,2.8,83.0,5.0,50.0,11.939976,45.459896,0.0,400.5898,0.0,0.0,False,False,0.0,0,02-11 04:10,0.0,0.0
2.0,11.0,4.0,2.8,82.0,5.0,50.0,11.905998,45.38854,0.0,400.51184,0.0,0.0,False,False,0.0,0,02-11 04:20,0.0,0.0
2.0,11.0,4.0,2.8,81.0,5.0,50.0,11.875174,45.25701,0.0,400.4442,0.0,0.0,False,False,0.0,0,02-11 04:30,0.0,0.0
2.0,11.0,4.0,2.8,80.0,5.0,50.0,11.8462925,45.07639,0.0,400.38553,0.0,0.0,False,False,0.0,0,02-11 04:40,0.0,0.0
2.0,11.0,4.0,2.8,79.0,5.0,50.0,11.819203,44.853416,0.0,400.33456,0.0,0.0,False,False,0.0,0,02-11 04:50,0.0,0.0
2.0,11.0,5.0,2.6166666,79.5,5.0,50.0,11.80611,44.5823,0.0,400.29034,0.0,0.0,False,False,0.0,0,02-11 05:00,0.0,0.0
2.0,11.0,5.0,2.4333334,80.0,5.0,50.0,11.780474,44.34712,0.0,400.25195,0.0,0.0,False,False,0.0,0,02-11 05:10,0.0,0.0
2.0,11.0,5.0,2.25,80.5,5.0,50.0,11.737273,44.165985,0.0,400.21863,0.0,0.0,False,False,0.0,0,02-11 05:20,0.0,0.0
2.0,11.0,5.0,2.0666666,81.0,5.0,50.0,11.684031,44.01628,0.0,400.1897,0.0,0.0,False,False,0.0,0,02-11 05:30,0.0,0.0
2.0,11.0,5.0,1.8833333,81.5,5.0,50.0,11.627174,43.87804,0.0,400.16458,0.0,0.0,False,False,0.0,0,02-11 05:40,0.0,0.0
2.0,11.0,5.0,1.7,82.0,5.0,50.0,11.569008,43.74371,0.0,400.14276,0.0,0.0,False,False,0.0,0,02-11 05:50,0.0,0.0
2.0,11.0,6.0,1.6,82.0,5.0,50.0,12.012814,42.41463,0.96000004,407.28268,0.0,0.0,True,False,7.987185996255814,0,02-11 06:00,0.0,0.0
2.0,11.0,6.0,1.5,82.0,21.0,23.0,12.768486,39.710743,0.96000004,414.05536,13500.0,1138514.1,True,False,7.231514083847774,0,02-11 06:10,1.0,1.0
2.0,11.0,6.0,1.4,82.0,21.0,23.0,12.677875,39.31692,0.96000004,418.19904,27000.0,1364931.8,True,False,7.322125875087076,0,02-11 06:20,1.0,1.0
2.0,11.0,6.0,1.3,82.0,21.0,23.0,13.243869,37.31245,0.96000004,420.01215,9000.0,1049408.5,True,False,6.756130764429596,0,02-11 06:30,1.0,1.0
2.0,11.0,6.0,1.2,82.0,21.0,23.0,13.34156,36.590725,0.96000004,422.29068,9000.0,1044544.6,True,False,6.658439644558717,0,02-11 06:40,1.0,1.0
2.0,11.0,6.0,1.1,82.0,21.0,23.0,14.010954,34.88553,0.96000004,422.7515,13500.0,886454.3,True,False,5.989046414848092,0,02-11 06:50,1.0,1.0
2.0,11.0,7.0,1.2,82.5,21.0,23.0,14.502399,33.81275,1.9200001,430.32886,13500.0,883832.2,True,False,5.497600439182529,0,02-11 07:00,1.0,1.0
2.0,11.0,7.0,1.3,83.0,21.0,23.0,14.768271,33.424862,1.9200001,437.88797,13500.0,882261.0,True,False,5.231728176315503,0,02-11 07:10,1.0,1.0
2.0,11.0,7.0,1.4,83.5,21.0,23.0,14.038468,34.947765,1.9200001,440.16562,9000.0,1197521.2,True,False,5.961531537422442,0,02-11 07:20,1.0,1.0
2.0,11.0,7.0,1.5,84.0,21.0,23.0,14.401709,34.389248,1.9200001,444.69708,9000.0,1045188.1,True,False,5.598291338062463,0,02-11 07:30,1.0,1.0
2.0,11.0,7.0,1.6,84.5,21.0,23.0,14.378982,34.652435,1.9200001,445.54965,13500.0,1123027.1,True,False,5.6210182775143895,0,02-11 07:40,1.0,1.0
2.0,11.0,7.0,1.7,85.0,21.0,23.0,14.298225,35.047253,1.9200001,448.559,13500.0,1129266.5,True,False,5.701774992981445,0,02-11 07:50,1.0,1.0
2.0,11.0,8.0,1.9666667,85.166664,21.0,23.0,15.861131,32.8148,8.16,499.44196,5400.0,986682.2,True,False,4.138869031901812,0,02-11 08:00,1.0,1.0
2.0,11.0,8.0,2.2333333,85.333336,21.0,23.0,15.546905,33.936718,8.16,518.0585,27000.0,1356431.5,True,False,4.4530955099804785,0,02-11 08:10,1.0,1.0
2.0,11.0,8.0,2.5,85.5,21.0,23.0,16.284044,33.564945,8.16,543.214,9000.0,1049321.4,True,False,3.715955749873295,0,02-11 08:20,1.0,1.0
2.0,11.0,8.0,2.7666667,85.666664,21.0,23.0,17.353216,32.622395,8.16,570.43945,9000.0,892576.4,True,False,2.6467832310425905,0,02-11 08:30,1.0,1.0
2.0,11.0,8.0,3.0333333,85.833336,21.0,23.0,17.25917,33.945026,8.16,589.4619,9000.0,1048931.1,True,False,2.7408294117098535,0,02-11 08:40,1.0,1.0
2.0,11.0,8.0,3.3,86.0,21.0,23.0,17.238716,34.614452,8.16,590.4272,13500.0,1131904.9,True,False,2.761283076428068,0,02-11 08:50,1.0,1.0
2.0,11.0,9.0,3.6833334,84.833336,21.0,23.0,17.475445,35.029713,9.6,612.67126,13500.0,1132503.1,True,False,2.524554923016897,0,02-11 09:00,1.0,1.0
2.0,11.0,9.0,4.0666666,83.666664,21.0,23.0,17.248554,36.189564,9.6,622.3732,9000.0,1209045.0,True,False,2.7514451982589776,0,02-11 09:10,1.0,1.0
2.0,11.0,9.0,4.45,82.5,21.0,23.0,18.401123,34.576683,9.6,638.6493,9000.0,893403.56,True,False,1.598877284082132,0,02-11 09:20,1.0,1.0
2.0,11.0,9.0,4.8333335,81.333336,21.0,23.0,18.548948,35.143066,9.6,649.8951,9000.0,1046968.94,True,False,1.4510526604664342,0,02-11 09:30,1.0,1.0
2.0,11.0,9.0,5.2166667,80.166664,21.0,23.0,18.572067,35.54301,9.6,650.5256,13500.0,956709.06,True,False,1.4279326628272422,0,02-11 09:40,1.0,1.0
2.0,11.0,9.0,5.6,79.0,21.0,23.0,19.488945,34.361095,9.6,658.2684,13500.0,720176.94,True,False,0.5110554336715332,0,02-11 09:50,1.0,1.0
2.0,11.0,10.0,5.866667,77.166664,21.0,23.0,19.309237,35.20173,9.6,660.7385,9000.0,877036.4,True,False,0.6907632226761535,0,02-11 10:00,1.0,1.0
2.0,11.0,10.0,6.133333,75.333336,21.0,23.0,19.208555,35.529152,9.6,661.6664,13500.0,956749.1,True,False,0.7914445827099037,0,02-11 10:10,1.0,1.0
2.0,11.0,10.0,6.4,73.5,21.0,23.0,20.081268,34.026463,9.6,666.25433,13500.0,719164.25,False,False,0.0,0,02-11 10:20,1.0,1.0
2.0,11.0,10.0,6.6666665,71.666664,21.0,23.0,20.431387,33.61885,9.6,669.4171,13500.0,715008.75,False,False,0.0,0,02-11 10:30,1.0,1.0
2.0,11.0,10.0,6.9333334,69.833336,21.0,23.0,20.620575,33.407375,9.6,671.14844,27000.0,712237.94,False,False,0.0,0,02-11 10:40,1.0,1.0
2.0,11.0,10.0,7.2,68.0,21.0,23.0,20.782955,33.227608,9.6,672.8158,27000.0,710632.0,False,False,0.0,0,02-11 10:50,1.0,1.0
2.0,11.0,11.0,7.483333,66.5,21.0,23.0,20.716694,33.33107,9.6,673.93774,6750.0,830435.75,False,False,0.0,0,02-11 11:00,1.0,1.0
2.0,11.0,11.0,7.766667,65.0,21.0,23.0,20.739466,33.24834,9.6,674.1446,27000.0,709821.9,False,False,0.0,0,02-11 11:10,1.0,1.0
2.0,11.0,11.0,8.05,63.5,21.0,23.0,20.994188,32.7563,9.6,674.9904,27000.0,659883.25,False,False,0.0,0,02-11 11:20,1.0,1.0
2.0,11.0,11.0,8.333333,62.0,21.0,23.0,20.86811,32.916836,9.6,675.705,9000.0,798336.44,False,False,0.0,0,02-11 11:30,1.0,1.0
2.0,11.0,11.0,8.616667,60.5,21.0,23.0,20.514603,33.52466,9.6,675.9231,13500.0,796768.2,False,False,0.0,0,02-11 11:40,1.0,1.0
2.0,11.0,11.0,8.9,59.0,21.0,23.0,20.999989,32.516743,9.6,676.36127,9000.0,616059.4,False,False,0.0,0,02-11 11:50,1.0,1.0
2.0,11.0,12.0,9.183333,57.833332,21.0,23.0,20.99999,32.088856,4.8,654.54645,27000.0,609489.3,False,False,0.0,0,02-11 12:00,1.0,1.0
2.0,11.0,12.0,9.466666,56.666668,21.0,23.0,20.89701,31.517487,4.8,628.2223,9000.0,803280.7,False,False,0.0,0,02-11 12:10,1.0,1.0
2.0,11.0,12.0,9.75,55.5,21.0,23.0,20.55571,31.798338,4.8,621.03705,13500.0,771023.5,False,False,0.0,0,02-11 12:20,1.0,1.0
2.0,11.0,12.0,10.033334,54.333332,21.0,23.0,20.995872,30.485811,4.8,597.03156,13500.0,660416.06,False,False,0.0,0,02-11 12:30,1.0,1.0
2.0,11.0,12.0,10.316667,53.166668,21.0,23.0,20.097054,31.682076,4.8,580.4875,13500.0,968492.2,False,False,0.0,0,02-11 12:40,1.0,1.0
2.0,11.0,12.0,10.6,52.0,21.0,23.0,20.992523,29.687939,4.8,568.9671,13500.0,656665.75,False,False,0.0,0,02-11 12:50,1.0,1.0
2.0,11.0,13.0,10.683333,51.5,21.0,23.0,20.540625,30.550116,7.68,576.10236,27000.0,664758.56,False,False,0.0,0,02-11 13:00,1.0,1.0
2.0,11.0,13.0,10.766666,51.0,21.0,23.0,20.875044,30.131647,7.68,587.9252,13500.0,546933.8,False,False,0.0,0,02-11 13:10,1.0,1.0
2.0,11.0,13.0,10.85,50.5,21.0,23.0,20.997583,30.079273,7.68,594.2718,27000.0,402956.56,False,False,0.0,0,02-11 13:20,1.0,1.0
2.0,11.0,13.0,10.933333,50.0,21.0,23.0,21.000029,30.267752,7.68,599.461,13500.0,425444.97,False,False,0.0,0,02-11 13:30,1.0,1.0
2.0,11.0,13.0,11.016666,49.5,21.0,23.0,21.000027,30.376942,7.68,606.80975,13500.0,410991.75,False,False,0.0,0,02-11 13:40,1.0,1.0
2.0,11.0,13.0,11.1,49.0,21.0,23.0,21.000013,30.422276,7.68,612.01184,27000.0,396889.66,False,False,0.0,0,02-11 13:50,1.0,1.0
2.0,11.0,14.0,11.566667,47.5,21.0,23.0,21.000011,30.450447,7.68,616.3792,27000.0,364295.12,False,False,0.0,0,02-11 14:00,1.0,1.0
2.0,11.0,14.0,12.033334,46.0,21.0,23.0,21.000008,30.458597,7.68,619.01263,27000.0,332245.97,False,False,0.0,0,02-11 14:10,1.0,1.0
2.0,11.0,14.0,12.5,44.5,21.0,23.0,21.000002,30.452286,7.68,620.76514,27000.0,300754.4,False,False,0.0,0,02-11 14:20,1.0,1.0
2.0,11.0,14.0,12.966666,43.0,21.0,23.0,20.999998,30.428644,7.68,622.10077,27000.0,268187.0,False,False,0.0,0,02-11 14:30,1.0,1.0
2.0,11.0,14.0,13.433333,41.5,21.0,23.0,20.999996,30.382845,7.68,623.19836,27000.0,235354.02,False,False,0.0,0,02-11 14:40,1.0,1.0
2.0,11.0,14.0,13.9,40.0,21.0,23.0,20.999994,30.310766,7.68,624.1191,27000.0,201094.58,False,False,0.0,0,02-11 14:50,1.0,1.0
2.0,11.0,15.0,13.433333,41.5,21.0,23.0,20.999989,30.264381,7.68,624.7845,27000.0,216249.72,False,False,0.0,0,02-11 15:00,1.0,1.0
2.0,11.0,15.0,12.966666,43.0,21.0,23.0,20.999992,30.26143,7.68,625.184,27000.0,233446.86,False,False,0.0,0,02-11 15:10,1.0,1.0
2.0,11.0,15.0,12.5,44.5,21.0,23.0,21.0,30.291328,7.68,625.3647,27000.0,251670.89,False,False,0.0,0,02-11 15:20,1.0,1.0
2.0,11.0,15.0,12.033334,46.0,21.0,23.0,21.000006,30.335855,7.68,625.38586,27000.0,274865.8,False,False,0.0,0,02-11 15:30,1.0,1.0
2.0,11.0,15.0,11.566667,47.5,21.0,23.0,21.00001,30.380117,7.68,625.2958,27000.0,301371.25,False,False,0.0,0,02-11 15:40,1.0,1.0
2.0,11.0,15.0,11.1,49.0,21.0,23.0,21.00001,30.414627,7.68,625.1277,27000.0,328831.7,False,False,0.0,0,02-11 15:50,1.0,1.0
2.0,11.0,16.0,10.916667,49.166668,21.0,23.0,21.000008,30.402351,7.68,624.9376,27000.0,341908.5,False,False,0.0,0,02-11 16:00,1.0,1.0
2.0,11.0,16.0,10.733334,49.333332,21.0,23.0,20.999998,30.333265,7.68,624.75336,27000.0,355334.8,False,False,0.0,0,02-11 16:10,1.0,1.0
2.0,11.0,16.0,10.55,49.5,21.0,23.0,20.999983,30.216784,7.68,624.5805,27000.0,371244.4,False,False,0.0,0,02-11 16:20,1.0,1.0
2.0,11.0,16.0,10.366667,49.666668,21.0,23.0,20.726402,30.511362,7.68,624.45,27000.0,508478.03,False,False,0.0,0,02-11 16:30,1.0,1.0
2.0,11.0,16.0,10.183333,49.833332,21.0,23.0,20.994448,29.799406,7.68,624.30475,27000.0,490364.34,False,False,0.0,0,02-11 16:40,1.0,1.0
2.0,11.0,16.0,10.0,50.0,21.0,23.0,20.99982,29.607685,7.68,624.1448,27000.0,371887.75,False,False,0.0,0,02-11 16:50,1.0,1.0
2.0,11.0,17.0,9.45,51.0,21.0,23.0,20.99993,29.31443,6.72,619.5088,27000.0,519753.25,False,False,0.0,0,02-11 17:00,1.0,1.0
2.0,11.0,17.0,8.9,52.0,21.0,23.0,20.999884,28.93756,6.72,613.2522,27000.0,552141.25,False,False,0.0,0,02-11 17:10,1.0,1.0
2.0,11.0,17.0,8.35,53.0,21.0,23.0,20.999966,28.471676,6.72,609.23395,9000.0,587415.8,False,False,0.0,0,02-11 17:20,1.0,1.0
2.0,11.0,17.0,7.8,54.0,21.0,23.0,20.999933,28.231339,6.72,608.2263,27000.0,621173.0,False,False,0.0,0,02-11 17:30,1.0,1.0
2.0,11.0,17.0,7.25,55.0,21.0,23.0,20.999887,27.781939,6.72,604.72144,27000.0,654755.75,False,False,0.0,0,02-11 17:40,1.0,1.0
2.0,11.0,17.0,6.7,56.0,21.0,23.0,20.999779,27.316607,6.72,601.5468,27000.0,687768.2,False,False,0.0,0,02-11 17:50,1.0,1.0
2.0,11.0,18.0,6.516667,57.5,21.0,23.0,20.764488,27.100067,3.8400002,585.8854,27000.0,706300.75,False,False,0.0,0,02-11 18:00,1.0,1.0
2.0,11.0,18.0,6.3333335,59.0,21.0,23.0,20.526976,26.944595,3.8400002,566.30493,27000.0,708219.7,False,False,0.0,0,02-11 18:10,1.0,1.0
2.0,11.0,18.0,6.15,60.5,21.0,23.0,20.373377,26.826427,3.8400002,549.6753,27000.0,710169.94,False,False,0.0,0,02-11 18:20,1.0,1.0
2.0,11.0,18.0,5.9666667,62.0,21.0,23.0,18.933548,28.811415,3.8400002,540.7721,6750.0,1067442.4,True,False,1.0664526181400689,0,02-11 18:30,1.0,1.0
2.0,11.0,18.0,5.7833333,63.5,21.0,23.0,19.242832,28.268232,3.8400002,539.7282,27000.0,718826.6,True,False,0.7571686893035299,0,02-11 18:40,1.0,1.0
2.0,11.0,18.0,5.6,65.0,21.0,23.0,18.899786,28.776457,3.8400002,534.1335,13500.0,952399.3,True,False,1.1002135067371803,0,02-11 18:50,1.0,1.0
2.0,11.0,19.0,5.4,65.5,21.0,23.0,19.367205,28.009344,3.8400002,531.14746,27000.0,718859.2,True,False,0.6327955897862658,0,02-11 19:00,1.0,1.0
2.0,11.0,19.0,5.2,66.0,21.0,23.0,19.52439,27.755564,3.8400002,525.73914,27000.0,718318.1,True,False,0.4756106106374034,0,02-11 19:10,1.0,1.0
2.0,11.0,19.0,5.0,66.5,21.0,23.0,19.535534,27.724825,3.8400002,521.2808,27000.0,821823.44,True,False,0.4644651471217429,0,02-11 19:20,1.0,1.0
2.0,11.0,19.0,4.8,67.0,21.0,23.0,19.469866,27.785725,3.8400002,518.0529,27000.0,822752.4,True,False,0.5301332742631253,0,02-11 19:30,1.0,1.0
2.0,11.0,19.0,4.6,67.5,21.0,23.0,19.391191,27.831964,3.8400002,515.8233,27000.0,823735.56,True,False,0.6088087518312442,0,02-11 19:40,1.0,1.0
2.0,11.0,19.0,4.4,68.0,21.0,23.0,19.315481,27.844427,3.8400002,514.27277,27000.0,824696.6,True,False,0.6845185069331912,0,02-11 19:50,1.0,1.0
2.0,11.0,20.0,4.5,68.833336,21.0,23.0,19.087822,28.041677,1.92,504.35577,27000.0,828606.9,True,False,0.9121777749232223,0,02-11 20:00,1.0,1.0
2.0,11.0,20.0,4.6,69.666664,21.0,23.0,18.914482,28.217136,1.92,491.66476,27000.0,832889.5,True,False,1.0855183693774464,0,02-11 20:10,1.0,1.0
2.0,11.0,20.0,4.7,70.5,21.0,23.0,17.998602,29.746737,1.92,483.08502,6750.0,1072369.8,True,False,2.001398776801235,0,02-11 20:20,1.0,1.0
2.0,11.0,20.0,4.8,71.333336,21.0,23.0,18.230545,29.457874,1.92,481.5821,27000.0,843961.94,True,False,1.7694553665004058,0,02-11 20:30,1.0,1.0
2.0,11.0,20.0,4.9,72.166664,21.0,23.0,17.554071,30.863258,1.92,475.67563,9000.0,1160191.8,True,False,2.445929229069069,0,02-11 20:40,1.0,1.0
2.0,11.0,20.0,5.0,73.0,21.0,23.0,17.979416,30.311512,1.92,473.7052,27000.0,854381.9,True,False,2.0205841017094635,0,02-11 20:50,1.0,1.0
2.0,11.0,21.0,5.0,73.0,21.0,23.0,17.658062,31.201445,1.92,470.30142,13500.0,1086458.1,True,False,2.3419371616581195,0,02-11 21:00,1.0,1.0
2.0,11.0,21.0,5.0,73.0,21.0,23.0,18.153347,30.485504,1.92,468.72235,27000.0,854094.7,True,False,1.8466529119333153,0,02-11 21:10,1.0,1.0
2.0,11.0,21.0,5.0,73.0,21.0,23.0,17.38955,32.037754,1.92,465.76495,9000.0,1165650.9,True,False,2.61045168634886,0,02-11 21:20,1.0,1.0
2.0,11.0,21.0,5.0,73.0,21.0,23.0,17.795727,31.34247,1.92,464.7994,27000.0,855328.8,True,False,2.2042741653879503,0,02-11 21:30,1.0,1.0
2.0,11.0,21.0,5.0,73.0,21.0,23.0,18.217844,30.733677,1.92,463.05338,13500.0,853290.5,True,False,1.7821566817215562,0,02-11 21:40,1.0,1.0
2.0,11.0,21.0,5.0,73.0,21.0,23.0,18.349962,30.601202,1.92,462.22937,27000.0,852265.7,True,False,1.650038286600779,0,02-11 21:50,1.0,1.0
2.0,11.0,22.0,5.0,73.5,21.0,23.0,17.45906,32.493484,1.92,455.73804,5400.0,950165.0,True,False,2.5409390030384067,0,02-11 22:00,1.0,1.0
2.0,11.0,22.0,5.0,74.0,21.0,23.0,17.356321,32.817932,1.92,454.5649,13500.0,859680.1,True,False,2.643679247435422,0,02-11 22:10,1.0,1.0
2.0,11.0,22.0,5.0,74.5,21.0,23.0,16.630337,34.331284,1.92,451.94128,6750.0,1100017.1,True,False,3.369662800219956,0,02-11 22:20,1.0,1.0
2.0,11.0,22.0,5.0,75.0,21.0,23.0,16.702374,34.283203,1.92,450.76828,27000.0,868342.94,True,False,3.2976258650308914,0,02-11 22:30,1.0,1.0
2.0,11.0,22.0,5.0,75.5,21.0,23.0,16.992178,33.975574,1.92,449.01205,13500.0,869834.6,True,False,3.007822413724046,0,02-11 22:40,1.0,1.0
2.0,11.0,22.0,5.0,76.0,21.0,23.0,17.059849,34.048153,1.92,448.34705,27000.0,871087.7,True,False,2.9401513658892604,0,02-11 22:50,1.0,1.0
2.0,11.0,23.0,5.1,76.5,21.0,23.0,17.008194,34.37021,0.0,438.27515,27000.0,724095.44,False,False,0.0,0,02-11 23:00,1.0,1.0
2.0,11.0,23.0,5.2,77.0,5.0,50.0,15.503938,37.950558,0.0,434.87787,0.0,0.0,False,False,0.0,0,02-11 23:10,0.0,0.0
2.0,11.0,23.0,5.3,77.5,5.0,50.0,15.166882,38.892406,0.0,432.9845,0.0,0.0,False,False,0.0,0,02-11 23:20,0.0,0.0
2.0,11.0,23.0,5.4,78.0,5.0,50.0,14.90422,39.69061,0.0,431.58868,0.0,0.0,False,False,0.0,0,02-11 23:30,0.0,0.0
2.0,11.0,23.0,5.5,78.5,5.0,50.0,14.745559,40.26558,0.0,429.61917,0.0,0.0,False,False,0.0,0,02-11 23:40,0.0,0.0
2.0,11.0,23.0,5.6,79.0,5.0,50.0,14.578559,40.993847,0.0,425.9923,0.0,0.0,False,False,0.0,0,02-11 23:50,0.0,0.0
2.0,12.0,0.0,5.7833333,79.666664,5.0,50.0,14.465061,41.660847,0.0,422.50726,0.0,0.0,False,False,0.0,0,02-12 00:00,0.0,0.0
2.0,12.0,0.0,5.9666667,80.333336,5.0,50.0,14.381667,42.32579,0.0,419.44934,0.0,0.0,False,False,0.0,0,02-12 00:10,0.0,0.0
2.0,12.0,0.0,6.15,81.0,5.0,50.0,14.317455,43.01204,0.0,416.83984,0.0,0.0,False,False,0.0,0,02-12 00:20,0.0,0.0
2.0,12.0,0.0,6.3333335,81.666664,5.0,50.0,14.268248,43.723267,0.0,414.6108,0.0,0.0,False,False,0.0,0,02-12 00:30,0.0,0.0
2.0,12.0,0.0,6.516667,82.333336,5.0,50.0,14.231443,44.459053,0.0,412.6909,0.0,0.0,False,False,0.0,0,02-12 00:40,0.0,0.0
2.0,12.0,0.0,6.7,83.0,5.0,50.0,14.205022,45.218407,0.0,411.02716,0.0,0.0,False,False,0.0,0,02-12 00:50,0.0,0.0
2.0,12.0,1.0,6.7,83.0,5.0,50.0,14.172518,45.969894,0.0,409.58133,0.0,0.0,False,False,0.0,0,02-12 01:00,0.0,0.0
2.0,12.0,1.0,6.7,83.0,5.0,50.0,14.132256,46.675373,0.0,408.32422,0.0,0.0,False,False,0.0,0,02-12 01:10,0.0,0.0
2.0,12.0,1.0,6.7,83.0,5.0,50.0,14.089407,47.312103,0.0,407.23154,0.0,0.0,False,False,0.0,0,02-12 01:20,0.0,0.0
2.0,12.0,1.0,6.7,83.0,5.0,50.0,14.047687,47.877068,0.0,406.28217,0.0,0.0,False,False,0.0,0,02-12 01:30,0.0,0.0
2.0,12.0,1.0,6.7,83.0,5.0,50.0,14.008076,48.378086,0.0,405.4575,0.0,0.0,False,False,0.0,0,02-12 01:40,0.0,0.0
